"","Species","Order","Family","Genus","SV3","presence","genome.assembly","ott_id","flags","tips","SV.not.in.figure","latitude","salinity","climate","Spawning","RepGuild1","RepGuild2","AddInfos","FeedingType","diel","diel1","diel2","diel_continuous"
"15","Ariopsis seemanni","Siluriformes","Ariidae","Ariopsis",1.5,"present","y",704267,NA,"Ariopsis_seemanni",NA,32,"saltwater","tropical",NA,"bearers","external brooders","Males mouthbrooder.",NA,"nocturnal","nocturnal","nocturnal",-2
"16","Pimelodus pictus","Siluriformes","Pimelodidae","Pimelodus",3,"present",NA,488963,NA,"Pimelodus_pictus",NA,17,"freshwater","tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","Oreochromis mossambicus","Cichliformes","Cichlidae","Oreochromis",0,"absent","y",288069,"sibling_higher","Oreochromis_mossambicus",NA,28,"freshwater","tropical","no obvious seasonal peak","bearers","external brooders","Spawns at the edge of the littoral terrace of lakes (Ref. 1, 2, 87, 6465), in sandy or muddy bottoms (Ref. 57425). Displays a lek mating system; territorial males establish breeding territories where they dig spawning pits, assume a dark coloration, defend a breeding territory and actively court females; sneaking males intrude into nests during a spawning episode, exhibiting quivering behavior which is usually an indicator of sperm release; sneaking is predominantly performed by subordinate males, which may adopt pseudo-female behavior (Ref. 57425). Only territorial males produce sounds, during all phases of courtship but especially during the late stages, including spawning (Ref. 49830). Territorial male excavates and defends a basin-shaped pit in the center of his territory, where female deposits 100-1700(1800) eggs (Ref. 44894, 52307). Eggs and milt are sucked up by the female (Ref. 2, 44894). Fertilization is reported to sometimes occur in the mouth of the female (Ref. 6028). Females incubate eggs alone (Ref. 12501, 52307). It is possible, albeit rare, that males take up some eggs after spawning (Ref. 2, 5726, 52307, 57895), but they almost always eat them soon after (Ref. 52307). Females school together while mouthbrooding (Ref. 40035), they cease to feed and subsist on food reserves stored in their body (Ref. 1). Females may spawn a full clutch with just one male, or may spawn with several different males in a series (Ref. 52307). Water is circulated over the eggs by chewing movements of the jaws (Ref. 12501, 12522). Fry hatch in the female's mouth after 3-5 days (Ref. 2, 12501, 12522, 44894, 52307), depending on the temperature (Ref. 52307). The young are released from the mouth in 10-14 days, but remain near the female and enter the mouth if threatened until about 3 weeks old (Ref. 2, 44894, 52307). Fry and juveniles shoal in shallow water (Ref. 6465, 7248, 57895) where they feed during the day, and retreat to deep water at night (Ref. 87, 6465). Females raise multiple broods during a season (Ref. 7248, 57895).",NA,"crepuscular/diurnal","diurnal","crepuscular",5
"18","Amia calva","Amiiformes","Amiidae","Amia",3,"present","y",329623,NA,"Amia_calva",NA,66,"freshwater","temperate",NA,"guarders","nesters","Males build and guard nest and  young, usually nesting in colonies, and clearing out vegetation for the nest (Refs. 205, 34296, 34297, 3672). Most active at twilight and dawn (Ref. 34297); spawn at night (Ref. 34296).  Eggs hatch in 9 days; newly hatched young measuring 8 mm  (Ref. 34297).  Larvae are guarded by the male parent until they are able to swim freely (Ref. 205).",NA,"unclear","unclear/crepuscular","unclear",NA
"19","Astyanax jordani","Characiformes","Characidae","Astyanax",1,"present",NA,1044706,NA,"Astyanax_jordani",NA,82,"freshwater","subtropical",NA,"nonguarders","brood hiders","Expels eggs in a more or less haphazard fashion, the substrate on which the species spawns must have crevices and pores into which the adhesive eggs can roll and be hidden so to prevent predation by its parents or other cave inhabitants.",NA,"unclear","unclear/crepuscular","unclear",NA
"20","Astyanax mexicanus","Characiformes","Characidae","Astyanax",3.5,"present","y",701518,NA,"Astyanax_mexicanus",NA,34,"freshwater","subtropical, tropical",NA,"nonguarders","brood hiders","Hides eggs in crevices.",NA,"crepuscular/diurnal","diurnal","crepuscular",5
"21","Bovichtus diacanthus","Perciformes","Bovichtidae","Bovichtus",1,"present","y",842177,NA,"Bovichtus_diacanthus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","Clarias gariepinus","Siluriformes","Clariidae","Clarias",NA,"present","y",240811,NA,"Clarias_gariepinus",NA,10,"freshwater","tropical","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers","Oviparous.  Spawning takes place during the rainy season in flooded deltas.  The fishes make a lateral migration towards the inundated plains to breed and return to the river or lake soon afterwards while the juveniles remain in the inundated area.  Juveniles return to the lake or river when they are between 1.5 and 2.5 cm long (Ref. 34291).  First sexual maturity occurs when females are between 40-45 cm and males between 35-40 cm. Eggs are greenish. Incubations lasts little (about 33 hours at 25°C).",NA,"crepuscular/nocturnal","nocturnal","crepuscular",-5
"23","Clupea harengus","Clupeiformes","Clupeidae","Clupea",NA,"present","y",1005932,NA,"Clupea_harengus",NA,60,"saltwater","temperate","no obvious seasonal peak","nonguarders","open water/substratum egg scatterers","The herring matures between 2-9 years (Refs. 35388, 82767, 89571). Herring populations are known to use traditional spawning grounds, many of which are along shallow coastal areas (15-40 m depth) or on offshore banks down to 200 m (Refs. 6684, 89572). Spawning usually occurs on gravel or rock bottoms, with the exception of Baltic populations which show a preference for shallow (less than 10 m depth) seaweed beds (Refs. 89520, 89572). Each population spawns only once a year over a relatively short time period (Ref. 89573). At least one population is spawning in any one month of the year, each having a different spawning time and place. The herring is a demersal spawner that releases a ribbon of sticky eggs that sink to the sea bed (Ref. 89574) and adhere to the substrate. The eggs released by a spawning population may be several layers thick which may deprive eggs in the bottom layers of oxygen, causing egg mortality (Ref. 89563). Although higher fecundities were reported earlier (e.g. Ref. 74523), fecundity now ranges from 10,000-60,000 eggs (Ref. 89571). Hatching may take up to 3 weeks, depending on temperature (Ref. 89571). Larvae are pelagic and drift with the current. Note: it is impossible to summarize briefly the wide range of spawning strategies of Atlantic herring; the best reviews are those of Svetovidov (Refs. 4608, 4609) for the Eastern Atlantic Ocean and Hildebrand (Ref. 4607) for the Western Atlantic Ocean.",NA,"diurnal","diurnal","diurnal",5
"24","Ctenopharyngodon idella","Cypriniformes","Cyprinidae","Ctenopharyngodon",1,"present","y",1005936,NA,"Ctenopharyngodon_idella",NA,59,"freshwater","temperate","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers","Spawns in gravel bottomed areas of rivers (Ref. 48). Eggs are pelagic and hatch while drifting downstream in 2-3 days (Ref. 59043).",NA,"crepuscular/diurnal","diurnal","crepuscular",4
